emotion,emotion_label,heart_rate,hrv,skin_conductance,movement,respiratory_rate,temperature,acceleration_x,acceleration_y,acceleration_z,ambient_light,blood_oxygen,timestamp,sequence_index,sequence_id
focused,1,76.822,35.254,0.349,0.063,15.31,36.65,-0.059,0.005,9.783,0.63,96.8,2025-07-16T19:08:27.705869,256,4
focused,1,79.31,50.633,0.392,0.067,15.118,36.68,0.137,0.015,9.776,0.454,96.1,2025-07-16T19:08:28.705869,257,4
focused,1,80.756,59.605,0.295,0.063,14.463,36.65,-0.075,0.077,9.77,0.913,97.0,2025-07-16T19:08:29.705869,258,4
focused,1,79.954,43.451,0.388,0.03,15.003,36.72,-0.011,-0.017,9.772,0.184,96.3,2025-07-16T19:08:30.705869,259,4
focused,1,70.876,45.292,0.317,0.071,12.0,36.6,-0.108,0.085,9.837,0.8,95.9,2025-07-16T19:08:31.705869,260,4
focused,1,83.946,52.69,0.441,0.084,15.066,36.81,0.056,-0.001,9.756,0.364,96.9,2025-07-16T19:08:32.705869,261,4
focused,1,78.848,58.38,0.374,0.03,13.156,36.65,0.025,0.012,9.8,0.379,97.1,2025-07-16T19:08:33.705869,262,4
focused,1,69.274,48.566,0.434,0.026,12.803,36.71,-0.033,-0.026,9.805,0.664,95.8,2025-07-16T19:08:34.705869,263,4
focused,1,75.329,45.931,0.484,0.058,13.702,36.6,-0.029,0.05,9.794,0.267,96.1,2025-07-16T19:08:35.705869,264,4
focused,1,73.54,52.152,0.349,0.037,15.499,36.42,0.064,0.022,9.776,0.941,96.8,2025-07-16T19:08:36.705869,265,4
focused,1,74.949,54.076,0.343,0.077,16.71,36.61,-0.028,0.068,9.757,0.668,96.7,2025-07-16T19:08:37.705869,266,4
focused,1,77.056,50.671,0.4,0.031,15.873,36.68,0.019,-0.059,9.771,0.666,97.2,2025-07-16T19:08:38.705869,267,4
focused,1,79.303,43.354,0.297,0.033,13.561,36.62,-0.009,-0.021,9.788,0.712,96.7,2025-07-16T19:08:39.705869,268,4
focused,1,81.308,50.677,0.3,0.049,14.162,36.71,0.009,-0.041,9.838,0.191,97.1,2025-07-16T19:08:40.705869,269,4
focused,1,69.054,45.071,0.391,0.088,15.816,36.51,-0.012,0.016,9.793,0.52,96.8,2025-07-16T19:08:41.705869,270,4
focused,1,67.781,62.472,0.39,0.08,16.286,36.47,-0.059,0.078,9.815,0.486,96.7,2025-07-16T19:08:42.705869,271,4
focused,1,69.128,35.0,0.399,0.06,14.49,36.4,0.019,0.056,9.761,0.703,95.9,2025-07-16T19:08:43.705869,272,4
focused,1,77.545,54.067,0.447,0.05,15.548,36.68,0.07,0.072,9.814,0.729,96.9,2025-07-16T19:08:44.705869,273,4
focused,1,71.0,40.123,0.346,0.065,16.557,36.64,-0.036,-0.139,9.799,0.271,97.0,2025-07-16T19:08:45.705869,274,4
focused,1,75.806,48.249,0.426,0.047,13.542,36.52,0.027,0.029,9.832,0.128,95.9,2025-07-16T19:08:46.705869,275,4
focused,1,76.229,43.857,0.51,0.066,16.046,36.68,-0.04,-0.08,9.802,0.428,96.2,2025-07-16T19:08:47.705869,276,4
focused,1,68.618,53.055,0.421,0.069,13.771,36.47,-0.017,0.015,9.864,0.974,96.2,2025-07-16T19:08:48.705869,277,4
focused,1,67.762,35.0,0.453,0.064,14.599,36.22,0.116,0.002,9.761,0.445,96.8,2025-07-16T19:08:49.705869,278,4
focused,1,85.827,39.524,0.456,0.068,15.291,36.86,0.184,-0.052,9.825,0.409,96.0,2025-07-16T19:08:50.705869,279,4
focused,1,72.079,51.424,0.372,0.057,16.419,36.58,0.062,-0.083,9.828,0.167,96.8,2025-07-16T19:08:51.705869,280,4
focused,1,75.811,55.194,0.371,0.074,16.243,36.53,-0.087,0.034,9.798,0.509,96.5,2025-07-16T19:08:52.705869,281,4
focused,1,74.089,51.493,0.4,0.068,16.7,36.59,-0.033,0.086,9.764,0.577,97.5,2025-07-16T19:08:53.705869,282,4
focused,1,89.704,47.447,0.447,0.063,13.764,36.63,-0.045,0.011,9.843,0.2,95.8,2025-07-16T19:08:54.705869,283,4
focused,1,74.854,60.328,0.396,0.017,17.886,36.56,-0.028,0.013,9.806,0.341,97.1,2025-07-16T19:08:55.705869,284,4
focused,1,78.494,53.757,0.421,0.051,15.62,36.61,-0.061,-0.017,9.802,0.641,96.1,2025-07-16T19:08:56.705869,285,4
focused,1,83.815,41.855,0.42,0.053,16.808,36.57,0.008,0.063,9.789,0.243,96.3,2025-07-16T19:08:57.705869,286,4
focused,1,69.843,48.939,0.38,0.044,15.779,36.46,0.015,-0.005,9.824,0.778,96.6,2025-07-16T19:08:58.705869,287,4
focused,1,72.261,50.961,0.287,0.054,14.527,36.61,0.006,0.064,9.828,0.541,97.3,2025-07-16T19:08:59.705869,288,4
focused,1,68.749,46.482,0.376,0.047,14.345,36.54,-0.011,-0.029,9.815,0.747,96.7,2025-07-16T19:09:00.705869,289,4
focused,1,77.264,50.418,0.456,0.061,15.761,36.64,0.064,0.013,9.795,0.592,96.0,2025-07-16T19:09:01.705869,290,4
focused,1,80.27,49.032,0.384,0.057,12.785,36.61,0.079,0.017,9.807,0.164,95.8,2025-07-16T19:09:02.705869,291,4
focused,1,69.218,54.898,0.341,0.068,13.592,36.39,0.04,0.016,9.773,0.111,97.0,2025-07-16T19:09:03.705869,292,4
focused,1,84.956,66.071,0.432,0.026,14.218,36.69,-0.018,-0.002,9.789,0.182,96.7,2025-07-16T19:09:04.705869,293,4
focused,1,73.428,44.57,0.37,0.03,12.9,36.72,0.019,-0.021,9.805,0.606,96.4,2025-07-16T19:09:05.705869,294,4
focused,1,79.649,56.321,0.427,0.073,12.789,36.61,0.059,-0.017,9.889,0.602,96.2,2025-07-16T19:09:06.705869,295,4
focused,1,71.228,45.298,0.355,0.053,12.0,36.58,-0.076,-0.007,9.831,0.466,96.8,2025-07-16T19:09:07.705869,296,4
focused,1,76.991,44.483,0.332,0.076,13.632,36.6,0.129,0.1,9.852,0.538,96.1,2025-07-16T19:09:08.705869,297,4
focused,1,74.365,41.376,0.5,0.073,15.678,36.73,-0.055,0.063,9.751,0.121,95.7,2025-07-16T19:09:09.705869,298,4
focused,1,78.947,44.572,0.323,0.033,16.076,36.72,-0.002,-0.013,9.801,0.842,96.2,2025-07-16T19:09:10.705869,299,4
calm,0,76.781,54.79,0.351,0.003,13.266,36.53,-0.002,0.001,9.803,0.535,96.4,2025-07-16T19:04:11.757703,0,5
calm,0,78.395,59.48,0.251,0.076,14.364,36.49,-0.026,-0.024,9.853,0.696,96.0,2025-07-16T19:04:12.757703,1,5
calm,0,76.167,45.845,0.152,0.084,14.934,36.47,-0.054,-0.05,9.754,0.296,96.4,2025-07-16T19:04:13.757703,2,5
calm,0,78.041,46.539,0.282,0.063,13.75,36.66,0.01,-0.096,9.816,0.836,96.8,2025-07-16T19:04:14.757703,3,5
calm,0,78.496,30.0,0.367,0.072,14.876,36.61,0.005,0.017,9.803,0.254,97.4,2025-07-16T19:04:15.757703,4,5
calm,0,70.885,36.101,0.237,0.093,14.286,36.46,-0.118,-0.026,9.836,0.903,96.4,2025-07-16T19:04:16.757703,5,5
calm,0,73.735,36.99,0.385,0.154,15.853,36.54,-0.003,0.302,9.783,0.874,97.1,2025-07-16T19:04:17.757703,6,5
calm,0,61.527,37.145,0.255,0.145,15.899,36.61,0.024,-0.011,9.837,0.686,96.5,2025-07-16T19:04:18.757703,7,5
calm,0,76.526,50.678,0.2,0.158,14.079,36.66,0.063,0.303,9.769,0.653,97.3,2025-07-16T19:04:19.757703,8,5
calm,0,75.494,45.628,0.249,0.072,11.594,36.59,0.08,-0.094,9.812,0.562,97.4,2025-07-16T19:04:20.757703,9,5
calm,0,82.196,49.488,0.422,0.104,15.523,36.75,-0.004,-0.031,9.799,0.814,96.5,2025-07-16T19:04:21.757703,10,5
calm,0,67.483,42.187,0.295,0.024,12.36,36.42,-0.001,-0.032,9.814,0.342,97.1,2025-07-16T19:04:22.757703,11,5
calm,0,74.245,50.025,0.339,0.154,11.403,36.5,0.194,-0.524,9.801,0.153,97.2,2025-07-16T19:04:23.757703,12,5
calm,0,78.627,31.128,0.345,0.111,12.129,36.75,0.213,0.236,9.81,0.193,96.9,2025-07-16T19:04:24.757703,13,5
calm,0,71.221,43.583,0.273,0.14,10.777,36.66,0.303,-0.065,9.681,0.453,97.7,2025-07-16T19:04:25.757703,14,5
calm,0,77.979,60.019,0.389,0.203,17.382,36.75,0.28,-0.175,9.815,0.884,97.1,2025-07-16T19:04:26.757703,15,5
calm,0,75.629,51.238,0.348,0.13,15.666,36.73,-0.087,0.062,9.778,0.817,97.2,2025-07-16T19:04:27.757703,16,5
calm,0,59.667,48.431,0.263,0.107,11.404,36.34,0.162,0.126,9.722,0.688,97.4,2025-07-16T19:04:28.757703,17,5
calm,0,76.19,41.111,0.355,0.146,14.665,36.63,-0.08,0.452,9.715,0.65,96.6,2025-07-16T19:04:29.757703,18,5
calm,0,76.006,44.255,0.398,0.111,16.875,36.61,-0.103,-0.171,9.761,0.238,95.9,2025-07-16T19:04:30.757703,19,5
calm,0,74.247,52.694,0.235,0.044,16.63,36.46,-0.02,0.009,9.8,0.68,96.8,2025-07-16T19:04:31.757703,20,5
calm,0,68.046,50.606,0.328,0.134,13.467,36.6,0.001,-0.041,9.837,0.984,97.5,2025-07-16T19:04:32.757703,21,5
calm,0,66.809,53.241,0.354,0.09,15.364,36.48,-0.046,-0.06,9.802,0.839,97.3,2025-07-16T19:04:33.757703,22,5
calm,0,70.301,31.369,0.313,0.036,11.262,36.47,0.014,-0.046,9.795,0.42,97.0,2025-07-16T19:04:34.757703,23,5
calm,0,68.319,49.859,0.45,0.149,17.578,36.56,0.065,0.174,9.759,0.357,96.9,2025-07-16T19:04:35.757703,24,5
calm,0,73.257,38.007,0.281,0.092,10.789,36.58,-0.202,-0.061,9.828,0.55,97.5,2025-07-16T19:04:36.757703,25,5
calm,0,77.721,49.807,0.27,0.093,13.82,36.73,0.025,-0.023,9.835,0.109,97.1,2025-07-16T19:04:37.757703,26,5
calm,0,83.744,65.0,0.297,0.063,14.481,36.63,0.18,0.017,9.788,0.815,96.5,2025-07-16T19:04:38.757703,27,5
calm,0,64.129,52.004,0.458,0.078,13.815,36.53,0.038,-0.003,9.807,0.535,97.3,2025-07-16T19:04:39.757703,28,5
calm,0,85.0,42.51,0.328,0.077,14.666,36.79,-0.072,0.005,9.84,0.788,96.3,2025-07-16T19:04:40.757703,29,5
calm,0,69.315,42.215,0.252,0.024,13.278,36.43,-0.012,-0.004,9.808,0.695,97.9,2025-07-16T19:04:41.757703,30,5
calm,0,79.712,41.944,0.377,0.11,15.083,36.79,0.122,0.104,9.858,0.875,96.8,2025-07-16T19:04:42.757703,31,5
calm,0,73.322,36.61,0.328,0.096,16.215,36.63,-0.273,-0.124,9.875,0.38,98.2,2025-07-16T19:04:43.757703,32,5
calm,0,55.0,37.751,0.281,0.08,15.969,36.33,0.04,-0.076,9.756,0.208,97.7,2025-07-16T19:04:44.757703,33,5
calm,0,72.715,44.332,0.3,0.112,12.736,36.61,0.201,-0.125,9.785,0.796,96.6,2025-07-16T19:04:45.757703,34,5
calm,0,74.734,49.346,0.246,0.038,14.853,36.51,0.004,0.11,9.785,0.781,96.2,2025-07-16T19:04:46.757703,35,5
calm,0,61.371,35.329,0.324,0.074,11.06,36.37,0.019,0.003,9.857,0.444,96.7,2025-07-16T19:04:47.757703,36,5
calm,0,82.484,45.699,0.348,0.048,16.314,36.61,0.001,-0.016,9.826,0.917,96.7,2025-07-16T19:04:48.757703,37,5
calm,0,74.946,45.876,0.177,0.127,12.633,36.6,0.009,-0.041,9.787,0.666,97.8,2025-07-16T19:04:49.757703,38,5
calm,0,60.519,36.396,0.464,0.0,12.599,36.42,0.0,0.0,9.8,0.995,97.0,2025-07-16T19:04:50.757703,39,5
calm,0,75.382,40.565,0.318,0.176,15.269,36.56,-0.048,0.035,9.82,0.781,97.3,2025-07-16T19:04:51.757703,40,5
calm,0,71.847,47.28,0.429,0.08,11.962,36.49,0.066,-0.176,9.829,0.483,96.2,2025-07-16T19:04:52.757703,41,5
calm,0,85.0,41.161,0.289,0.006,10.18,36.77,0.002,0.013,9.802,0.407,96.9,2025-07-16T19:04:53.757703,42,5
calm,0,62.07,42.013,0.15,0.157,13.374,36.49,-0.254,0.068,9.824,0.243,97.7,2025-07-16T19:04:54.757703,43,5
calm,0,78.487,31.351,0.338,0.139,15.115,36.51,0.052,0.121,9.767,0.972,97.0,2025-07-16T19:04:55.757703,44,5
calm,0,71.492,46.493,0.5,0.122,11.652,36.85,-0.069,-0.138,9.846,0.808,98.0,2025-07-16T19:04:56.757703,45,5
calm,0,75.776,36.229,0.325,0.212,11.37,36.57,-0.085,-0.098,9.85,0.357,97.3,2025-07-16T19:04:57.757703,46,5
calm,0,65.253,51.291,0.257,0.088,13.942,36.49,-0.029,0.163,9.864,0.739,96.9,2025-07-16T19:04:58.757703,47,5
calm,0,67.285,38.641,0.341,0.034,14.925,36.4,-0.053,0.021,9.856,0.399,96.5,2025-07-16T19:04:59.757703,48,5
calm,0,66.667,51.6,0.177,0.064,14.695,36.47,-0.005,-0.029,9.822,0.401,96.7,2025-07-16T19:05:00.757703,49,5
calm,0,57.006,33.486,0.33,0.158,15.953,36.51,0.136,0.365,9.803,0.803,97.3,2025-07-16T19:05:01.757703,50,5
calm,0,55.0,50.559,0.263,0.091,17.081,36.38,-0.095,0.017,9.792,0.708,97.2,2025-07-16T19:05:02.757703,51,5
calm,0,79.365,48.399,0.465,0.152,16.564,36.59,-0.05,0.135,9.809,0.84,95.7,2025-07-16T19:05:03.757703,52,5
calm,0,63.216,35.71,0.371,0.111,14.17,36.59,0.036,-0.086,9.768,0.243,98.0,2025-07-16T19:05:04.757703,53,5
calm,0,73.863,44.691,0.248,0.066,13.808,36.49,0.091,0.082,9.758,0.417,96.2,2025-07-16T19:05:05.757703,54,5
calm,0,78.999,44.32,0.281,0.135,13.343,36.72,0.131,-0.155,9.841,0.444,96.4,2025-07-16T19:05:06.757703,55,5
calm,0,57.111,30.419,0.372,0.134,12.768,36.5,0.012,0.104,9.699,0.993,97.9,2025-07-16T19:05:07.757703,56,5
calm,0,83.667,38.073,0.199,0.029,13.736,36.48,0.019,-0.022,9.784,0.938,97.0,2025-07-16T19:05:08.757703,57,5
calm,0,68.946,60.771,0.361,0.104,14.164,36.6,0.019,0.023,9.805,1.0,97.2,2025-07-16T19:05:09.757703,58,5
calm,0,68.776,59.714,0.162,0.105,15.399,36.6,0.039,-0.136,9.785,0.913,97.7,2025-07-16T19:05:10.757703,59,5
calm,0,79.361,37.416,0.316,0.123,12.495,36.6,-0.057,-0.107,9.858,0.85,97.5,2025-07-16T19:05:11.757703,60,5
calm,0,77.062,31.115,0.322,0.103,10.739,36.62,0.122,0.027,9.789,0.231,97.5,2025-07-16T19:05:12.757703,61,5
calm,0,85.0,39.85,0.305,0.047,11.986,36.64,0.063,0.0,9.774,0.113,96.5,2025-07-16T19:05:13.757703,62,5
calm,0,75.677,41.015,0.311,0.153,14.69,36.51,0.196,-0.105,9.801,0.133,96.7,2025-07-16T19:05:14.757703,63,5
calm,0,85.0,36.754,0.235,0.136,13.218,36.74,0.057,0.053,9.78,0.236,97.6,2025-07-16T19:05:15.757703,64,5
calm,0,71.229,64.047,0.31,0.085,16.021,36.52,-0.085,-0.086,9.818,0.283,97.8,2025-07-16T19:05:16.757703,65,5
calm,0,75.258,31.695,0.247,0.054,13.93,36.54,-0.026,0.019,9.788,0.434,97.7,2025-07-16T19:05:17.757703,66,5
calm,0,83.235,30.202,0.271,0.097,12.594,36.47,0.103,-0.065,9.783,0.968,96.6,2025-07-16T19:05:18.757703,67,5
calm,0,69.925,40.439,0.441,0.035,13.747,36.58,0.081,0.04,9.775,0.196,97.2,2025-07-16T19:05:19.757703,68,5
calm,0,66.968,45.641,0.358,0.003,14.976,36.58,-0.001,-0.0,9.799,0.748,97.5,2025-07-16T19:05:20.757703,69,5
calm,0,67.466,52.842,0.325,0.192,13.837,36.61,0.111,-0.169,9.901,0.762,97.4,2025-07-16T19:05:21.757703,70,5
calm,0,78.703,46.101,0.243,0.137,12.324,36.64,0.028,-0.05,9.861,0.748,97.4,2025-07-16T19:05:22.757703,71,5
calm,0,68.242,38.727,0.414,0.137,12.506,36.65,0.331,-0.027,9.747,0.11,97.4,2025-07-16T19:05:23.757703,72,5
calm,0,57.422,51.657,0.215,0.104,13.355,36.37,-0.106,0.033,9.788,0.81,97.2,2025-07-16T19:05:24.757703,73,5
calm,0,70.259,30.033,0.39,0.094,17.232,36.6,-0.095,-0.08,9.805,0.588,96.7,2025-07-16T19:05:25.757703,74,5
calm,0,61.933,30.0,0.23,0.117,12.852,36.65,0.045,0.141,9.824,0.864,97.7,2025-07-16T19:05:26.757703,75,5
calm,0,66.351,39.811,0.433,0.061,17.493,36.52,-0.044,-0.014,9.769,0.341,98.1,2025-07-16T19:05:27.757703,76,5
calm,0,65.824,41.531,0.347,0.113,14.093,36.68,-0.132,0.179,9.763,0.653,97.0,2025-07-16T19:05:28.757703,77,5
calm,0,63.654,32.044,0.154,0.185,18.0,36.69,-0.101,-0.041,9.902,0.761,97.7,2025-07-16T19:05:29.757703,78,5
calm,0,61.82,39.497,0.234,0.066,13.622,36.39,0.001,-0.016,9.802,0.516,97.2,2025-07-16T19:05:30.757703,79,5
calm,0,74.088,34.839,0.188,0.059,14.015,36.6,0.048,0.052,9.74,0.566,96.9,2025-07-16T19:05:31.757703,80,5
calm,0,57.525,63.285,0.213,0.051,14.701,36.32,-0.098,0.061,9.805,0.693,97.2,2025-07-16T19:05:32.757703,81,5
calm,0,64.392,64.948,0.321,0.165,15.935,36.47,0.152,0.119,9.831,0.369,96.9,2025-07-16T19:05:33.757703,82,5
calm,0,67.394,31.739,0.244,0.127,13.413,36.53,0.04,0.004,9.773,0.599,97.8,2025-07-16T19:05:34.757703,83,5
calm,0,71.155,43.984,0.353,0.191,13.478,36.39,-0.074,0.299,9.684,0.73,97.1,2025-07-16T19:05:35.757703,84,5
calm,0,73.165,35.056,0.245,0.078,14.945,36.58,0.172,0.137,9.837,0.353,96.9,2025-07-16T19:05:36.757703,85,5
calm,0,67.123,48.1,0.429,0.04,15.371,36.39,0.007,0.03,9.798,0.364,97.4,2025-07-16T19:05:37.757703,86,5
calm,0,55.791,42.011,0.284,0.122,11.322,36.4,-0.148,0.017,9.741,0.619,97.5,2025-07-16T19:05:38.757703,87,5
calm,0,61.484,34.187,0.308,0.121,10.485,36.47,0.066,0.099,9.736,0.379,98.1,2025-07-16T19:05:39.757703,88,5
calm,0,70.094,52.205,0.358,0.145,12.196,36.46,-0.023,-0.034,9.869,0.231,97.0,2025-07-16T19:05:40.757703,89,5
calm,0,71.117,30.0,0.406,0.166,14.15,36.68,-0.172,-0.044,9.779,0.151,96.6,2025-07-16T19:05:41.757703,90,5
calm,0,62.423,54.168,0.334,0.102,11.953,36.44,0.148,0.082,9.798,0.662,97.3,2025-07-16T19:05:42.757703,91,5
calm,0,85.0,57.114,0.239,0.25,14.483,36.83,0.17,-0.337,10.008,0.174,96.0,2025-07-16T19:05:43.757703,92,5
calm,0,85.0,64.976,0.286,0.076,12.515,36.56,0.028,-0.021,9.865,0.622,97.1,2025-07-16T19:05:44.757703,93,5
calm,0,85.0,40.645,0.311,0.194,11.925,36.88,0.164,-0.219,9.778,0.72,95.1,2025-07-16T19:05:45.757703,94,5
calm,0,73.676,51.625,0.361,0.179,17.598,36.6,-0.15,-0.077,9.791,0.158,96.3,2025-07-16T19:05:46.757703,95,5
calm,0,64.711,53.261,0.447,0.061,15.634,36.55,0.032,-0.069,9.815,0.983,97.9,2025-07-16T19:05:47.757703,96,5
calm,0,67.412,39.642,0.219,0.117,14.832,36.58,-0.366,0.111,9.793,0.458,96.5,2025-07-16T19:05:48.757703,97,5
calm,0,69.195,38.753,0.303,0.102,15.457,36.55,0.04,-0.005,9.79,0.588,96.4,2025-07-16T19:05:49.757703,98,5
calm,0,69.35,44.856,0.373,0.113,17.54,36.52,-0.017,-0.056,9.809,0.99,96.6,2025-07-16T19:05:50.757703,99,5
calm,0,72.062,47.902,0.443,0.05,15.128,36.47,-0.027,0.026,9.807,0.798,96.9,2025-07-16T19:05:51.757703,100,5
calm,0,69.537,64.275,0.212,0.106,15.19,36.51,0.022,0.14,9.805,0.946,96.4,2025-07-16T19:05:52.757703,101,5
calm,0,62.121,57.437,0.186,0.063,16.348,36.37,-0.051,0.085,9.773,0.528,98.0,2025-07-16T19:05:53.757703,102,5
calm,0,71.759,61.05,0.376,0.118,12.574,36.52,-0.014,-0.06,9.896,0.5,97.3,2025-07-16T19:05:54.757703,103,5
calm,0,56.446,43.803,0.151,0.08,12.527,36.61,0.003,0.045,9.903,0.526,97.8,2025-07-16T19:05:55.757703,104,5
calm,0,59.749,43.428,0.309,0.103,11.629,36.5,0.007,0.149,9.822,0.996,96.7,2025-07-16T19:05:56.757703,105,5
calm,0,65.538,37.954,0.336,0.098,12.985,36.54,-0.151,-0.138,9.801,0.521,97.4,2025-07-16T19:05:57.757703,106,5
calm,0,65.18,61.092,0.266,0.123,10.548,36.19,-0.084,0.301,9.755,0.601,96.9,2025-07-16T19:05:58.757703,107,5
calm,0,66.739,54.553,0.389,0.054,12.66,36.61,-0.015,-0.028,9.767,0.598,96.0,2025-07-16T19:05:59.757703,108,5
calm,0,73.774,60.594,0.205,0.076,11.961,36.48,0.104,-0.033,9.685,0.333,97.3,2025-07-16T19:06:00.757703,109,5
calm,0,61.785,58.525,0.202,0.088,14.891,36.42,0.133,0.048,9.767,0.552,97.7,2025-07-16T19:06:01.757703,110,5
calm,0,76.989,43.752,0.179,0.083,12.261,36.72,-0.012,0.032,9.793,0.423,96.9,2025-07-16T19:06:02.757703,111,5
calm,0,56.471,40.504,0.316,0.2,10.577,36.37,-0.164,-0.289,9.918,0.94,97.5,2025-07-16T19:06:03.757703,112,5
calm,0,67.118,59.837,0.396,0.116,13.721,36.31,-0.163,-0.179,9.778,0.899,96.4,2025-07-16T19:06:04.757703,113,5
calm,0,71.861,54.926,0.263,0.146,13.447,36.68,0.191,0.134,9.644,0.56,97.5,2025-07-16T19:06:05.757703,114,5
calm,0,69.815,51.155,0.328,0.167,13.605,36.73,0.21,0.125,9.694,0.191,96.9,2025-07-16T19:06:06.757703,115,5
calm,0,78.777,42.554,0.32,0.127,16.02,36.64,0.042,0.07,9.841,0.458,96.7,2025-07-16T19:06:07.757703,116,5
calm,0,68.813,30.434,0.288,0.113,11.087,36.57,-0.248,-0.075,9.806,0.15,97.2,2025-07-16T19:06:08.757703,117,5
calm,0,62.283,40.7,0.309,0.137,15.818,36.49,0.118,-0.15,9.905,0.67,97.2,2025-07-16T19:06:09.757703,118,5
calm,0,63.809,43.852,0.365,0.074,14.844,36.34,0.035,-0.055,9.73,0.606,97.3,2025-07-16T19:06:10.757703,119,5
calm,0,67.605,51.403,0.333,0.109,18.0,36.59,-0.012,-0.133,9.855,0.234,97.0,2025-07-16T19:06:11.757703,120,5
calm,0,66.682,49.349,0.416,0.129,12.936,36.7,0.065,0.097,9.718,0.903,96.7,2025-07-16T19:06:12.757703,121,5
calm,0,79.589,49.581,0.23,0.173,15.488,36.73,0.114,0.237,9.877,0.547,97.5,2025-07-16T19:06:13.757703,122,5
calm,0,73.795,40.986,0.31,0.099,10.774,36.5,-0.165,-0.087,9.767,0.497,97.1,2025-07-16T19:06:14.757703,123,5
calm,0,60.81,45.639,0.27,0.092,11.872,36.52,-0.029,-0.143,9.869,0.776,97.5,2025-07-16T19:06:15.757703,124,5
calm,0,68.96,45.547,0.307,0.082,10.444,36.53,0.049,0.052,9.774,0.915,97.4,2025-07-16T19:06:16.757703,125,5
calm,0,78.144,54.6,0.17,0.087,15.503,36.58,0.031,-0.06,9.867,0.226,96.4,2025-07-16T19:06:17.757703,126,5
calm,0,79.343,55.19,0.383,0.091,14.717,36.74,-0.121,0.094,9.761,0.658,95.9,2025-07-16T19:06:18.757703,127,5
calm,0,67.018,46.164,0.196,0.059,13.832,36.61,-0.007,-0.006,9.795,0.16,98.0,2025-07-16T19:06:19.757703,128,5
calm,0,74.143,37.847,0.298,0.08,13.572,36.76,-0.026,-0.031,9.834,0.591,96.6,2025-07-16T19:06:20.757703,129,5
calm,0,72.534,50.513,0.325,0.125,16.552,36.72,0.011,0.061,9.882,0.908,96.8,2025-07-16T19:06:21.757703,130,5
calm,0,78.919,42.601,0.313,0.085,14.767,36.58,0.034,-0.017,9.888,0.4,97.3,2025-07-16T19:06:22.757703,131,5
calm,0,69.744,34.395,0.321,0.177,13.655,36.49,0.113,-0.004,9.936,0.719,97.6,2025-07-16T19:06:23.757703,132,5
calm,0,66.003,39.868,0.317,0.127,15.676,36.48,-0.044,0.079,9.737,0.733,97.6,2025-07-16T19:06:24.757703,133,5
calm,0,55.0,30.302,0.336,0.127,10.0,36.39,-0.069,0.289,9.649,0.421,96.6,2025-07-16T19:06:25.757703,134,5
calm,0,69.048,32.11,0.178,0.171,12.505,36.44,0.046,-0.176,9.857,0.921,97.2,2025-07-16T19:06:26.757703,135,5
calm,0,62.816,30.784,0.246,0.145,18.0,36.44,0.179,0.125,9.799,0.348,98.1,2025-07-16T19:06:27.757703,136,5
calm,0,72.043,40.015,0.284,0.126,12.046,36.48,-0.067,0.241,9.719,0.577,97.3,2025-07-16T19:06:28.757703,137,5
calm,0,67.831,43.152,0.307,0.051,13.119,36.41,-0.026,0.005,9.76,0.844,96.6,2025-07-16T19:06:29.757703,138,5
calm,0,55.601,56.316,0.382,0.071,10.407,36.23,0.007,-0.026,9.842,0.331,97.4,2025-07-16T19:06:30.757703,139,5
calm,0,70.263,42.696,0.272,0.1,13.051,36.77,0.033,-0.104,9.825,0.482,97.9,2025-07-16T19:06:31.757703,140,5
calm,0,80.161,49.825,0.334,0.133,12.98,36.57,-0.012,0.011,9.716,0.589,96.2,2025-07-16T19:06:32.757703,141,5
calm,0,56.138,30.169,0.291,0.081,12.706,36.34,0.01,-0.08,9.667,0.824,97.5,2025-07-16T19:06:33.757703,142,5
calm,0,62.572,30.0,0.383,0.087,13.343,36.6,0.04,-0.036,9.837,0.989,97.1,2025-07-16T19:06:34.757703,143,5
calm,0,72.593,44.005,0.199,0.068,12.747,36.48,-0.093,0.094,9.873,0.41,98.0,2025-07-16T19:06:35.757703,144,5
calm,0,80.043,53.975,0.15,0.079,14.382,36.37,-0.02,-0.026,9.822,0.92,96.4,2025-07-16T19:06:36.757703,145,5
calm,0,78.466,63.949,0.5,0.117,11.561,36.66,-0.005,0.054,9.779,0.616,96.1,2025-07-16T19:06:37.757703,146,5
calm,0,61.87,40.448,0.385,0.113,10.672,36.72,0.029,-0.01,9.74,0.492,97.3,2025-07-16T19:06:38.757703,147,5
calm,0,66.05,42.867,0.412,0.159,11.941,36.62,-0.275,-0.079,9.564,0.232,96.4,2025-07-16T19:06:39.757703,148,5
calm,0,70.986,50.12,0.269,0.113,12.34,36.37,-0.058,-0.114,9.886,0.55,96.9,2025-07-16T19:06:40.757703,149,5
calm,0,76.233,31.648,0.23,0.064,14.527,36.67,0.021,0.05,9.849,0.273,96.6,2025-07-16T19:06:41.757703,150,5
calm,0,78.431,48.366,0.288,0.084,12.323,36.78,-0.059,0.105,9.802,0.561,96.6,2025-07-16T19:06:42.757703,151,5
calm,0,71.493,36.334,0.4,0.079,14.929,36.6,-0.061,-0.053,9.83,0.714,96.8,2025-07-16T19:06:43.757703,152,5
calm,0,55.431,45.389,0.297,0.124,12.007,36.25,-0.159,0.057,9.842,0.772,97.6,2025-07-16T19:06:44.757703,153,5
